시설명,시설코드,시설종류명(시설유형),시설종류상세명(시설종류),자치구(시)구분,시군구코드,시군구명,시설주소,전화번호,우편번호,위도,경도
동대문시니어클럽,G7424,(노인복지시설) 노인일자리지원기관,노인일자리지원기관,자치구,1123000000,동대문구,"서울특별시 동대문구 무학로 89, 3층 (용두동, 3층 )",,,37.5722901232255,127.029916868494
