MGRNU,STAT_CDE,A004_KND_C,HOL,VEL,AW_SN_QUA,AW_SN_LENX,EVE_CDE,OD_PE_CDE,GU_CDE,DONG_CDE,JIBUN,NW_PE_CDE,WORK_CDE,VIEW_CDE,ROD_GBN_CD,TFC_BSS_CD,SIXID,ESB_YMD,CAE_YMD,HISID,CTK_MGRNU,CRS_MGRNU,FRM_CDE,CSS_CDE,RN_CDE,MNG_AGEN,geometry,length_m
06-0000041715,001,002,0.0,0.0,4.0,006,001,200,230,10200,148-136도,200,001,002,001,109,4353925,20151231,20151231,111175.0,2015-0104-006,06-041715,004,6976,,,"POLYGON ((202647.20312500102 553373.31249987, 202646.562500001 553379.499999869, 202662.765625 553382.187499871, 202663.671874999 553375.999999872, 202647.20312500102 553373.31249987))",1.5m
06-0000014474,001,002,15.0,8.0,4.0,006,001,200,230,10200,104-328도,200,006,002,001,109,4353852,20151231,20151231,26370.0,2015-0104-005,06-014474,005,3496,,,"POLYGON ((202641.639999999 553532.4000000011, 202624.609999999 553529.55, 202623.53 553537.52, 202640.449999999 553540.380000001, 202641.639999999 553532.4000000011))",1.5m
06-0000037306,001,003,,,0.0,,001,200,230,10200,104-126대,200,001,002,001,109,4353855,20151231,20151231,92557.0,2015-0104-005,06-037306,005,3496,,,"POLYGON ((202621.750928775 553543.66202994, 202619.563428776 553543.412029939, 202619.10677568 553548.106207631, 202621.17119241902 553548.433903799, 202621.750928775 553543.66202994))",
06-0000014475,001,002,0.0,0.0,4.0,006,001,200,230,10300,103-160대,200,001,002,001,109,43538711,20151231,20151231,97862.0,2015-0104-005,06-014475,005,7740,,,"POLYGON ((202626.09214976 553638.560225941, 202610.49123285 553635.7983411211, 202608.99832214098 553641.6953384221, 202625.12175780098 553644.6811598421, 202626.09214976 553638.560225941))",1.5m
06-0000034957,001,003,0.0,0.0,0.0,,001,200,230,10700,60-2도,200,006,002,001,109,4394261,20151231,20151231,97792.0,2015-0104-008,06-034957,005,,,,"POLYGON ((204297.929469924 554101.86240557, 204310.186337947 554098.593907429, 204309.872059279 554095.262553557, 204296.73521098902 554098.593907429, 204297.929469924 554101.86240557))",
06-0000015005,001,003,15.0,8.0,0.0,,001,200,230,11000,370-2학,200,006,002,001,109,5306923,20151231,20151231,108081.0,2015-0104-008,06-015005,005,6509,,,"POLYGON ((205149.382360596 554900.992336201, 205146.223619079 554902.607678227, 205149.005935247 554908.0593887181, 205152.164676763 554906.4440467011, 205149.382360596 554900.992336201))",
06-0000015115,001,003,15.0,8.0,0.0,,001,200,230,10900,183-394대,200,001,002,001,109,5315025,20151231,20151231,102495.0,2015-0104-008,06-015115,005,6058,,,"POLYGON ((205222.265625 554396.625, 205235.703125 554401.4375, 205236.125 554398, 205224.375 554393.875, 205222.265625 554396.625))",
06-0000014065,001,002,,,4.0,006,001,200,230,10200,821도,200,001,002,001,109,4383109,20181224,20181224,90774.0,2018-0107-106,06-014065,004,499,,,"POLYGON ((203774.484375 553293.3124997411, 203744.30000002403 553280.731244307, 203741.61250002502 553287.481244307, 203775.20312500102 553301.499999737, 203774.484375 553293.3124997411))",1.5m
06-0000019521,001,002,0.0,0.0,4.0,006,001,200,230,10400,688-10 학,200,001,002,001,109,5312476,20151231,20151231,75567.0,2015-0104-007,06-019521,004,3446,,,"POLYGON ((205390.75 553163.9375, 205396.859375 553164.875, 205399.5625 553146.25, 205393.984375 553145.5, 205390.75 553163.9375))",1.5m
06-0000014050,001,002,,,4.0,006,001,200,230,10300,682-4대,200,001,002,001,109,4373484,20151231,20151231,103573.0,2015-0104-005,06-014050,005,3089,,,"POLYGON ((203399.382114942 553694.492066235, 203421.6264845 553693.894901952, 203420.609375 553687.687499869, 203401.906250001 553688.062499871, 203399.382114942 553694.492066235))",1.5m
06-0000014067,001,003,,,0.0,,001,200,230,10300,821도,200,001,002,001,109,4383114,20181224,20181224,54805.0,2018-0107-106,06-014067,005,499,,,"POLYGON ((203732.718750001 553319.374999871, 203745.796875 553324.499999871, 203747.59375 553320.6874998731, 203733.984374999 553315.43749987, 203732.718750001 553319.374999871))",
06-0000013794,001,002,15.0,8.0,4.0,006,001,200,230,10500,524-1도,200,001,002,001,109,4391601,20161220,20161220,77440.0,2016-0104-001,06-013794,005,3398,,,"POLYGON ((204489.46875 552270.25, 204501.390625 552277.6875, 204504.609375 552272.4375, 204492.53125 552264.875, 204489.46875 552270.25))",1.5m
06-0000013791,001,002,15.0,8.0,4.0,006,001,200,230,10500,474-24종,200,001,002,001,109,4391427,20161220,20161220,90311.0,2016-0104-001,06-013791,005,3399,,,"POLYGON ((204413.359375 552353.75, 204424.1875 552367.75, 204428.921875 552363.5, 204417.765625 552350.125, 204413.359375 552353.75))",1.5m
06-0000039816,001,003,,,,,001,200,230,10400,554-23 도,200,001,002,001,109,4392515,,,109276.0,2012-1108-124,06-039816,004,,,,"POLYGON ((204460.671874999 552846.4687498689, 204470.71093749898 552840.890624869, 204469.15625 552838.37499987, 204459.046875 552843.96874987, 204460.671874999 552846.4687498689, 204460.671874999 552846.4687498689))",
06-0000039813,001,003,,,,,001,200,230,10400,558-77대,200,001,002,001,109,4392536,,,109273.0,2012-1108-124,06-039813,004,,,,"POLYGON ((204464.171875 552953.10937474, 204467.0625 552951.281249741, 204463.234375 552944.92187474, 204460.296875 552946.67187487, 204464.171875 552953.10937474))",
06-0000039812,001,003,,,,,001,200,230,10400,558-75대,200,001,002,001,109,4392545,,,109272.0,2012-1108-124,06-039812,004,,,,"POLYGON ((204443.96875 552965.43749987, 204443.96875 552965.43749987, 204447.01562500102 552963.8124998721, 204443.25 552956.3124998681, 204440.062499999 552958.031249869, 204443.96875 552965.43749987))",
06-0000039811,001,003,,,,,001,200,230,10400,558-93대,200,001,002,002,109,4392546,,,109271.0,2012-1108-124,06-039811,004,,,,"POLYGON ((204445.70312500102 552950.499999873, 204445.70312500102 552950.499999873, 204446.17187500102 552953.73437487, 204455.60937500102 552947.984374871, 204452.296875 552946.718749871, 204445.70312500102 552950.499999873))",
06-0000039802,001,002,,,4.0,006,001,200,230,10400,558-88대,200,001,002,001,109,43926310,,,109262.0,2012-1108-124,06-039802,004,,,,"POLYGON ((204500.68749999898 552916.34374987, 204512.687500001 552909.374999871, 204510.046874999 552904.968749871, 204501.23437500102 552910.124999871, 204501.70312500102 552910.781249871, 204500.68749999898 552916.34374987))",1.5m
06-0000039801,001,002,,,4.0,006,001,200,230,10400,558-82대,200,001,002,001,109,43926310,,,109261.0,2012-1108-124,06-039801,004,,,,"POLYGON ((204522.421875 552921.24999961, 204525.34375 552917.1874996121, 204520.421875 552908.9687496109, 204515.54687500102 552909.812499613, 204515.49999999898 552909.812499611, 204522.421875 552921.24999961))",1.5m
06-0000036251,001,003,0.0,0.0,,,001,200,230,10500,474-2대,200,001,002,001,109,4391426,20161220,20161220,89003.0,2016-0104-001,06-036251,005,3399,,,"POLYGON ((204424.140625 552370.5625, 204424.140625 552370.5625, 204416.4375 552376.8125, 204419.640625 552380.0625, 204424.234375 552376.25, 204424.140625 552370.5625))",
06-0000023506,001,002,0.0,0.0,4.0,006,001,200,230,10900,120-47잡,200,001,002,001,109,53255810,20171231,20171231,102492.0,2017-0107-148,06-023506,005,468,,,"POLYGON ((205961.03125 554683.87499987, 205958.671875 554690.687499871, 205966.140625 554693.437499871, 205968.593749999 554686.62499987, 205961.03125 554683.87499987))",1.5m
06-0000039806,001,003,,,,,001,200,230,10400,221-5대,200,001,002,001,109,4392727,,,109266.0,2012-1108-124,06-039806,004,,,,"POLYGON ((204563.5625 552880.906249871, 204568.875000001 552889.156249871, 204572.281250001 552886.999999869, 204567.125 552878.781249871, 204563.5625 552880.906249871))",
06-0000046246,001,003,0.0,0.0,0.0,,001,200,230,10900,120-35대,200,001,002,001,109,5325587,20171231,20171231,151543.0,2017-0107-148,06-046246,004,468,,,"POLYGON ((205951.765625 554690.874999871, 205951.765625 554690.874999871, 205951.99999999898 554690.3124998721, 205952.48437500102 554689.62499987, 205953.531249999 554688.812499871, 205946.750000001 554686.49999987, 205946.71875 554687.812499871, 205946.453125 554689.06249987, 205951.765625 554690.874999871))",
06-0000003599,001,002,0.0,0.0,4.0,006,001,200,230,10900,120-23대,200,001,002,001,109,5325589,20171231,20171231,102490.0,2017-0107-148,06-003599,004,468,,,"POLYGON ((205921.78125 554683.437499869, 205933.15624999898 554687.624999871, 205938.937500001 554684.74999987, 205923.484374999 554678.937499871, 205923.09375 554681.12499987, 205922.593749999 554682.5624998721, 205921.78125 554683.437499869))",1.5m
06-0000014400,001,002,0.0,0.0,4.0,006,001,200,230,10500,486-3학,200,001,002,001,109,5300305,20151231,20151231,91039.0,2015-0104-009,06-014400,005,149,,,"POLYGON ((204843.8125 551781.875, 204849.15625 551786.1875, 204862.65625 551773.6875, 204859.109375 551770.0625, 204858.0625 551768.3125, 204843.8125 551781.875))",1.5m
06-0000041740,001,003,0.0,0.0,0.0,,001,200,230,10400,60-1학,200,001,002,001,109,5302981,20151231,20151231,111200.0,2015-0104-011,06-041740,005,565,,,"POLYGON ((205122.328125 553153.93749987, 205125.250000001 553157.437499869, 205134.312500001 553154.999999871, 205134.21875 553150.249999871, 205122.328125 553153.93749987))",
06-0000014185,001,002,,,4.0,006,001,200,230,10700,,200,001,002,001,109,43842717,20151231,20151231,100273.0,2015-0104-011,06-014185,005,168,,,"POLYGON ((203803.125000001 554111.5624997391, 203820.144870888 554116.008255034, 203821.488490526 554110.111257736, 203805.066472732 554105.4832345389, 203803.125000001 554111.5624997391))",1.5m
06-0000014774,001,003,15.0,8.0,0.0,001,001,200,230,10700,205-512대,200,006,002,001,109,4374973,20151231,20151231,89658.0,2015-0104-011,06-014774,005,3484,,,"POLYGON ((203659.614 554134.6469999991, 203648.24300000098 554134.044000003, 203648.23599999901 554136.307000002, 203648.935999999 554137.451000002, 203658.409000001 554137.826, 203659.280999999 554137.183, 203659.614 554134.6469999991))",1m
06-0000014775,001,004,0.0,0.0,0.0,,001,200,230,10300,205-295도,200,001,002,001,109,4374778,20151231,20151231,101080.0,2015-0104-011,06-014775,005,3485,,,"POLYGON ((203572.010999999 554111.23199987, 203553.896 554110.34299987, 203550.343 554112.736999871, 203550.316000001 554114.56399987, 203573.676 554115.7289998729, 203573.914 554113.591999871, 203572.010999999 554111.23199987))",
06-0000014641,001,002,15.0,8.0,4.0,006,001,200,230,10700,산1-145임,200,001,002,001,109,43842710,20151231,20151231,98646.0,2015-0104-011,06-014641,005,168,,,"POLYGON ((203791.140625 554144.8125, 203792.21875 554121.1875, 203786.28125 554123, 203785.5 554142.4375, 203791.140625 554144.8125))",1.5m
06-0000039790,001,003,,,,,001,200,230,10400,206-131대,200,001,002,001,109,5302255,,,109250.0,2012-1108-124,06-039790,004,,,,"POLYGON ((204785.74999999898 553021.8124998721, 204785.74999999898 553021.8124998721, 204789.21874999898 553019.218749871, 204783.031249999 553010.15624987, 204779.40625 553012.6562498721, 204785.74999999898 553021.8124998721))",
06-0000039785,001,002,,,4.0,001,001,200,230,10400,204-43도,200,001,002,001,109,5302245,,,109245.0,2012-1108-124,06-039785,004,,,,"POLYGON ((204814.000000001 552985.843749872, 204821.203124999 552994.406249871, 204824.6484375 552991.57812487, 204818.773437499 552984.4531248709, 204814.000000001 552985.843749872, 204814.000000001 552985.843749872))",1m
06-0000014683,001,002,0.0,0.0,4.0,006,001,200,230,10300,122-504 천,200,001,002,001,109,43742910,,,108035.0,2014-0104-008,06-014683,004,3086,,,"POLYGON ((203334.07812500102 554241.37499987, 203336.953125 554235.8124998721, 203320.046875 554226.249999868, 203316.890625 554231.812499869, 203334.07812500102 554241.37499987))",1.5m
06-0000015219,001,002,,,4.0,006,001,200,230,10300,949-1 도,200,001,002,001,109,4375672,20161231,20161231,102852.0,2016-0107-164,06-015219,004,3352,,,"POLYGON ((203491.02513512902 554642.571721495, 203497.49999999898 554642.53124987, 203497.45312500102 554626.531249869, 203491.03125 554626.531249869, 203491.02513512902 554642.571721495))",1.5m
06-0000046489,001,003,,,,,001,200,230,10500,295-26 도,200,001,002,001,109,5301486,20180531,20180531,151814.0,2018-0207-031,06-046489,004,,,,"POLYGON ((204903.18749999898 552701.3124998721, 204903.18749999898 552701.3124998721, 204903.781250001 552702.24999987, 204904.000000001 552702.874999871, 204904.265625 552703.8124998681, 204904.359374999 552704.68749987, 204904.328125 552705.187499869, 204904.359374999 552705.874999869, 204907.484375 552690.062499869, 204905.632575912 552688.683998727, 204903.18749999898 552701.3124998721))",
06-0000047381,001,003,,,,,001,200,230,10500,42대,200,001,002,001,109,5310551,,,152711.0,,06-047381,004,,,,"POLYGON ((205428.966081096 552015.631045583, 205438.52070963 552020.483005386, 205440.909366765 552017.4225384321, 205430.533637339 552011.8241232771, 205428.966081096 552015.631045583))",
06-0000040770,001,003,,,,,001,200,230,10500,103-2대,200,001,002,001,109,5301323,,,110230.0,2014-0204-006,06-040770,004,,,,"POLYGON ((204833.687500001 552384.656249868, 204836.59375 552396.96874987, 204843.20312500102 552395.51562487, 204840.390625002 552383.20312487, 204833.687500001 552384.656249868, 204833.687500001 552384.656249868))",
06-0000040757,001,003,,,,,001,200,230,10500,243-11대,200,001,002,001,109,5301424,,,110217.0,2014-0204-006,06-040757,004,,,,"POLYGON ((204924.031249999 552383.656249867, 204924.031249999 552383.656249867, 204929.445312498 552384.59374987, 204926.882812499 552368.28124987, 204921.812499999 552370.4374998681, 204924.031249999 552383.656249867))",
06-0000040755,001,003,,,,,001,200,230,10500,249-11대,200,001,002,001,109,5300593,,,110215.0,2014-0204-006,06-040755,004,,,,"POLYGON ((204952.49999999898 552235.40624974, 204952.4609375 552232.437499869, 204941.7109375 552232.312499869, 204941.710937501 552235.312499869, 204952.49999999898 552235.40624974))",
06-0000045469,001,003,,,,,001,200,230,10600,94-23 도,200,001,002,002,109,53320910,20170915,20170915,150755.0,2016-0207-039,06-045469,004,3441,,,"POLYGON ((206200.6875 553237.5625, 206200.6875 553237.5625, 206208.3125 553238.125, 206208.375 553236.125, 206200.875 553235.8125, 206200.6875 553237.5625))",
06-0000042094,001,003,,,,,001,200,230,10500,298-3 학,200,001,002,001,109,5301251,20161103,20161103,111554.0,,06-042094,004,,,,"POLYGON ((204780.078125 552536.6875, 204792.734375 552535.3125, 204793.25 552533.3125, 204794.0625 552532.125, 204779.8125 552533.625, 204780 552534.6875, 204780.078125 552536.6875, 204780.078125 552536.6875))",
06-0000042102,001,003,,,,,001,200,230,10500,111대,200,001,002,001,109,5301012,20161103,20161103,111562.0,,06-042102,004,,,,"POLYGON ((204712.90625 552316.625, 204712.90625 552316.625, 204714.46875 552319.1875, 204724.96875 552311.9375, 204724.1875 552308.75, 204712.90625 552316.625))",
06-0000040400,001,002,,,4.0,006,001,200,230,10500,36-39 대,200,001,002,001,109,5300641,,,109860.0,2013-0104-001,06-040400,004,3454,,,"POLYGON ((205017.796861204 551956.953382785, 205015.856077283 551950.459221203, 205000.479096984 551955.236535472, 205002.419880906 551961.805342589, 205017.796861204 551956.953382785))",1.5m
06-0000042100,001,003,,,,,001,200,230,10500,112-102 도,200,001,002,001,109,5301001,20161103,20161103,111560.0,,06-042100,004,,,,"POLYGON ((204697.421875 552301.25, 204697.421875 552301.25, 204699.59375 552303.5, 204712.484375 552294.375, 204710.6875 552292, 204697.421875 552301.25))",
06-0000042096,001,003,,,,,001,200,230,10500,298-3 학,200,001,002,001,109,5301151,20161103,20161103,111556.0,,06-042096,004,,,,"POLYGON ((204776.0625 552529.4375, 204776.0625 552529.4375, 204776.96875 552529.8125, 204777.796875 552530.4375, 204778.734375 552531.4375, 204779.515625 552532.8125, 204777.234375 552515.3125, 204776.640625 552516.25, 204775.96875 552517.0625, 204774.75 552518.1875, 204776.0625 552529.4375))",
06-0000045468,001,003,,,,,001,200,230,10600,93-101도,200,001,002,002,109,5332294,20170915,20170915,150754.0,2016-0207-039,06-045468,004,,,,"POLYGON ((206313.85131180802 553242.055314573, 206307.13321362 553242.129960108, 206307.05856809 553245.489009068, 206313.925957344 553245.4143636681, 206313.85131180802 553242.055314573))",
06-0000045473,001,003,,,,,001,200,230,10600,95-9대,200,001,002,002,109,5322892,20170915,20170915,150759.0,2016-0207-039,06-045473,004,4956,,,"POLYGON ((206089.296875 553228.3125, 206089.296875 553228.3125, 206094.203125 553228.4375, 206094.328125 553226.6875, 206089.34375 553226.5, 206089.296875 553228.3125))",
06-0000040424,001,002,,,4.0,006,001,200,230,10600,94-27대,200,001,002,001,109,53320910,20170915,20170915,109884.0,2016-0207-039,06-040424,004,3441,,,"POLYGON ((206194.421875 553237.25, 206193.34375 553258.5625, 206199.40625 553258.8125, 206200.421875 553237.875, 206194.421875 553237.25, 206194.421875 553237.25))",1.5m
06-0000042095,001,003,,,,,001,200,230,10500,298-3 학,200,001,002,001,109,5301252,20161103,20161103,111555.0,,06-042095,004,,,,"POLYGON ((204794.328125 552531.75, 204794.328125 552531.75, 204795.015625 552531, 204796.125 552530.375, 204797.203125 552529.9375, 204796.078125 552519.5625, 204794.90625 552519.375, 204792.953125 552518.625, 204794.328125 552531.75))",
06-0000042097,001,003,,,,,001,200,230,10500,298-3 학,200,001,002,001,109,5301253,20161103,20161103,111557.0,,06-042097,004,,,,"POLYGON ((204777.46875 552516.4375, 204790.28125 552514.8125, 204790.015625 552511.8125, 204777.40625 552513.25, 204777.46875 552516.4375, 204777.46875 552516.4375))",
06-0000042099,001,003,,,,,001,200,230,10500,111대,200,001,002,001,109,5301011,20161103,20161103,111559.0,,06-042099,004,,,,"POLYGON ((204703.96875 552314.5, 204703.96875 552314.5, 204706.84375 552313.3125, 204699.640625 552303.5625, 204697.421875 552305.8125, 204703.96875 552314.5))",
06-0000042101,001,003,,,,,001,200,230,10500,215-1도,200,001,002,001,109,5301002,20161103,20161103,111561.0,,06-042101,004,,,,"POLYGON ((204724.421875 552308, 204724.421875 552308, 204724.421875 552308, 204725.203125 552306, 204725.921875 552304.9375, 204719.921875 552296.5625, 204716.6875 552297.1875, 204724.421875 552308))",
06-0000045057,001,003,,,,,001,200,230,10800,1-5 학,200,001,002,001,109,4395889,20170601,20170601,150318.0,,06-045057,004,,,,"POLYGON ((204610.625 554682.5, 204610.625 554682.5, 204612.96875 554685.3125, 204626.015625 554662.5625, 204622.171875 554662.1875, 204610.625 554682.5))",
