NO,ATNRG_NM,SAFETY_ADDR,CCTV_USE,LA,LO,CCTV_QTY,UPDATE_DT,PLCST_NM,PLCST_DEPT_NM,PLCST_DEPT_CD,CTPR_PLAGC_NM
37857,동대문구,장안1동 457-7(타이어집화단) 메인 (161003),방범,37.56150445,127.0703675,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
37858,동대문구,장안1동 457-7(타이어집화단) 보조1,방범,37.56150445,127.0703675,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
37859,동대문구,장안1동 457-7(타이어집화단) 보조2,방범,37.56150445,127.0703675,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38029,동대문구,장한로2길41 메인 (문제차량) (161020),방범,37.56194828,127.0673998,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38030,동대문구,장한로2길41 보조1,방범,37.56194828,127.0673998,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38031,동대문구,장한로2길41 보조2,방범,37.56194828,127.0673998,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38032,동대문구,장한로2길41 보조3,방범,37.56194828,127.0673998,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38156,동대문구,장안1동 464-1(장한평역앞) 메인 (161004),방범,37.56217704,127.0651876,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38157,동대문구,장안1동 464-1(장한평역앞) 보조1,방범,37.56217704,127.0651876,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38158,동대문구,장안1동 464-1(장한평역앞) 보조2,방범,37.56217704,127.0651876,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38167,동대문구,장한로6길 69 메인 (161070),방범,37.56218966,127.0694527,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38168,동대문구,장한로6길 69 보조1,방범,37.56218966,127.0694527,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38169,동대문구,장한로6길 69 보조2,방범,37.56218966,127.0694527,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38170,동대문구,장한로6길 69 보조3,방범,37.56218966,127.0694527,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38179,동대문구,장한로 3(장안동 416-5) 메인 (161066),방범,37.56220915,127.0648667,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38180,동대문구,장한로 3(장안동 416-5) 보조1,방범,37.56220915,127.0648667,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38181,동대문구,장한로 3(장안동 416-5) 보조2,방범,37.56220915,127.0648667,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38182,동대문구,장한로 3(장안동 416-5) 보조3,방범,37.56220915,127.0648667,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38276,동대문구,한천로2길 78 메인 (문제차량) (161032),방범,37.56246653,127.0630079,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38277,동대문구,한천로2길 78 보조1,방범,37.56246653,127.0630079,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38278,동대문구,한천로2길 78 보조2,방범,37.56246653,127.0630079,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38279,동대문구,한천로2길 78 보조3,방범,37.56246653,127.0630079,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38280,동대문구,한천로2길 78 보조4,방범,37.56246653,127.0630079,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38309,동대문구,천호대로87길14 (메인) (161060),방범,37.56252754,127.0677488,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38310,동대문구,천호대로87길14 (보조1),방범,37.56252754,127.0677488,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38311,동대문구,천호대로87길14 (보조2),방범,37.56252754,127.0677488,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38373,동대문구,천호대로77길 10(장안동 415-1) 메인 (161065),방범,37.56273252,127.0613459,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38374,동대문구,천호대로77길 10(장안동 415-1) 보조1,방범,37.56273252,127.0613459,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38375,동대문구,천호대로77길 10(장안동 415-1) 보조2,방범,37.56273252,127.0613459,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38376,동대문구,천호대로77길 10(장안동 415-1) 보조3,방범,37.56273252,127.0613459,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38399,동대문구,장한로8길 84 메인 (162033),어린이안전,37.5627885,127.071139,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38400,동대문구,장한로8길 84 보조1,어린이안전,37.5627885,127.071139,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38401,동대문구,장한로8길 84 보조2,어린이안전,37.5627885,127.071139,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38475,동대문구,한천로2길 16 메인 (문제차량) (161017),방범,37.56300961,127.0596429,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38476,동대문구,한천로2길 16 보조1,방범,37.56300961,127.0596429,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38477,동대문구,한천로2길 16 보조2,방범,37.56300961,127.0596429,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38478,동대문구,한천로2길 16 보조3,방범,37.56300961,127.0596429,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38524,동대문구,장한로17 메인 (161022),방범,37.5631026,127.065505,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38525,동대문구,장한로17 보조1,방범,37.5631026,127.065505,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38526,동대문구,장한로17 보조2,방범,37.5631026,127.065505,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38534,동대문구,천호대로 85길 28 메인 (문제차량) (161019),방범,37.56311494,127.0666479,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38535,동대문구,천호대로 85길 28 보조1,방범,37.56311494,127.0666479,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38536,동대문구,천호대로 85길 28 보조2,방범,37.56311494,127.0666479,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38537,동대문구,천호대로 85길 28 보조3,방범,37.56311494,127.0666479,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38568,동대문구,천호대로93길 56 장한평월드 메르디앙1차 옆 메인 (161055),방범,37.56318969,127.0701291,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38569,동대문구,천호대로93길 56 장한평월드 메르디앙1차 옆 보조1,방범,37.56318969,127.0701291,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38570,동대문구,천호대로93길 56 장한평월드 메르디앙1차 옆 보조2,방범,37.56318969,127.0701291,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38571,동대문구,천호대로93길 56 장한평월드 메르디앙1차 옆 보조3,방범,37.56318969,127.0701291,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38628,동대문구,장안벚꽃로 29 메인,불법주정차,37.56337792,127.0723629,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38629,동대문구,장안벚꽃로 29 보조1,불법주정차,37.56337792,127.0723629,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38668,동대문구,한천로6길 36 메인 (162027),어린이안전,37.56344412,127.0613134,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38669,동대문구,한천로6길 36 보조1,어린이안전,37.56344412,127.0613134,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38670,동대문구,한천로6길 36 보조2,어린이안전,37.56344412,127.0613134,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38671,동대문구,한천로6길 36 보조3,어린이안전,37.56344412,127.0613134,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38679,동대문구,한천로4길 12 메인 (161068),방범,37.56347293,127.0595617,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38680,동대문구,한천로4길 12 보조1,방범,37.56347293,127.0595617,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38681,동대문구,한천로4길 12 보조2,방범,37.56347293,127.0595617,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38719,동대문구,장한로6길 10(장안동 433-15) 메인 (161050),방범,37.56357712,127.0668715,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38720,동대문구,장한로6길 10(장안동 433-15) 보조1,방범,37.56357712,127.0668715,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38721,동대문구,장한로6길 10(장안동 433-15) 보조2,방범,37.56357712,127.0668715,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38722,동대문구,장한로6길 10(장안동 433-15) 보조3,방범,37.56357712,127.0668715,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38726,동대문구,한천로 10(장안동 412-4) 메인 (161064),방범,37.56358193,127.0586666,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38727,동대문구,한천로 10(장안동 412-4) 보조1,방범,37.56358193,127.0586666,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38728,동대문구,한천로 10(장안동 412-4) 보조2,방범,37.56358193,127.0586666,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38763,동대문구,천호대로87길 43(미나리어린이공원 경로당) 메인 (163022),도심공원,37.56368507,127.0680832,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38764,동대문구,장안1동 412-1(한천로4길8) 메인,불법주정차,37.56369854,127.0588114,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38765,동대문구,장안1동 412-1(한천로4길8) 보조1,불법주정차,37.56369854,127.0588114,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38770,동대문구,천호대로77가길 27 메인 (161069),방범,37.56371723,127.0644403,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38771,동대문구,천호대로77가길 27 보조1,방범,37.56371723,127.0644403,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38772,동대문구,천호대로77가길 27 보조2,방범,37.56371723,127.0644403,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38773,동대문구,천호대로77가길 27 보조3,방범,37.56371723,127.0644403,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38775,동대문구,장안1동 445-8 메인 (문제차량) (161025),방범,37.56372337,127.0684678,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38776,동대문구,장안1동 445-8 보조1,방범,37.56372337,127.0684678,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38777,동대문구,장안1동 445-8 보조2,방범,37.56372337,127.0684678,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38778,동대문구,장안1동 445-8 보조3,방범,37.56372337,127.0684678,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38780,동대문구,천호대로97길 61(월드메르디앙2차 202동 옆) 메인 (161034),방범,37.56373428,127.0717036,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38781,동대문구,천호대로97길 61(월드메르디앙2차 202동 옆) 보조1,방범,37.56373428,127.0717036,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38782,동대문구,천호대로97길 61(월드메르디앙2차 202동 옆) 보조2,방범,37.56373428,127.0717036,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38783,동대문구,천호대로97길 61(월드메르디앙2차 202동 옆) 보조3,방범,37.56373428,127.0717036,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38789,동대문구,천호대로79길26 메인 (161062),방범,37.56375286,127.0631163,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38790,동대문구,천호대로79길26 보조1,방범,37.56375286,127.0631163,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38791,동대문구,천호대로79길26 보조2,방범,37.56375286,127.0631163,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38792,동대문구,천호대로79길26 보조3,방범,37.56375286,127.0631163,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38846,동대문구,장한로 34 메인  (161018),방범,37.56388735,127.0663867,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38847,동대문구,장한로 34 보조1,방범,37.56388735,127.0663867,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38848,동대문구,장한로 34 보조2,방범,37.56388735,127.0663867,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38911,동대문구,장안어린이집(천호대로 89길 58) 메인 (162041),어린이안전,37.56402295,127.0692994,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38912,동대문구,장안어린이집(천호대로 89길 58) 보조1,어린이안전,37.56402295,127.0692994,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38913,동대문구,장안어린이집(천호대로 89길 58) 보조2,어린이안전,37.56402295,127.0692994,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38925,동대문구,한천로6가길 3 메인 (문제차량) (162024),어린이안전,37.56405606,127.0601833,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38926,동대문구,한천로6가길 3 보조1,어린이안전,37.56405606,127.0601833,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38927,동대문구,한천로6가길 3 보조2,어린이안전,37.56405606,127.0601833,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38928,동대문구,한천로6가길 3 보조3,어린이안전,37.56405606,127.0601833,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38977,동대문구,장안1동 447-7(건너편) 메인 (161005),방범,37.56418276,127.0672928,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38978,동대문구,장안1동 447-7(건너편) 보조1,방범,37.56418276,127.0672928,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
38979,동대문구,장안1동 447-7(건너편) 보조2,방범,37.56418276,127.0672928,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39002,동대문구,천호대로83길 46 메인 (문제차량) (161013),방범,37.56426194,127.0655892,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39003,동대문구,천호대로83길 46 보조1,방범,37.56426194,127.0655892,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39004,동대문구,천호대로83길 46 보조2,방범,37.56426194,127.0655892,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39005,동대문구,천호대로83길 46 보조3,방범,37.56426194,127.0655892,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39023,동대문구,장안1동 438-6 햇살화원앞 메인 (161006),방범,37.56432243,127.0701579,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39024,동대문구,장안1동 438-6 햇살화원앞 보조1,방범,37.56432243,127.0701579,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39025,동대문구,장안1동 438-6 햇살화원앞 보조2,방범,37.56432243,127.0701579,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39030,동대문구,답십리2동 952-6(한천로17) 메인,불법주정차,37.56434698,127.0593552,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39031,동대문구,답십리2동 952-6(한천로17) 보조1,불법주정차,37.56434698,127.0593552,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39046,동대문구,답십리2동 959-18(황물로185-1) 메인,불법주정차,37.56436566,127.0580252,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39047,동대문구,답십리2동 959-18(황물로185-1) 보조1,불법주정차,37.56436566,127.0580252,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39078,동대문구,군자초교(교내) 보조1,어린이안전,37.56445,127.06152,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39079,동대문구,군자초교(교내) 보조2,어린이안전,37.56445,127.06152,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39080,동대문구,군자초교(교내) 보조3,어린이안전,37.56445,127.06152,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39081,동대문구,군자초교(교내) 보조4,어린이안전,37.56445,127.06152,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39082,동대문구,군자초교(교내) 보조5,어린이안전,37.56445,127.06152,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39103,동대문구,장안1동 404-13(새터아파트뒤) 메인 (문제차량) (162011),어린이안전,37.56448679,127.0623399,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39104,동대문구,장안1동 404-13(새터아파트뒤) 보조1,어린이안전,37.56448679,127.0623399,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39105,동대문구,장안1동 404-13(새터아파트뒤) 보조2,어린이안전,37.56448679,127.0623399,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39106,동대문구,장안1동 404-13(새터아파트뒤) 보조3,어린이안전,37.56448679,127.0623399,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39165,동대문구,황물로17길 24(쉼터어린이공원) 메인 (123011),도심공원,37.56462865,127.059572,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39258,동대문구,황물로17길 24(쉼터어린이공원) 메인 (123047),도심공원,37.56495674,127.059528,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39259,동대문구,황물로17길 24(쉼터어린이공원) 보조1,도심공원,37.56495674,127.059528,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39260,동대문구,황물로17길 24(쉼터어린이공원) 보조2,도심공원,37.56495674,127.059528,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39284,동대문구,황물로17길27 메인 (121014),방범,37.565041,127.05933,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39285,동대문구,황물로17길27 보조1,방범,37.565041,127.05933,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39286,동대문구,황물로17길27 보조2,방범,37.565041,127.05933,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39334,동대문구,장한로5길 45(사군어린이집 정문 앞) 메인 (162049),어린이안전,37.5651956,127.0641286,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39335,동대문구,장한로5길 45(사군어린이집 정문 앞) 보조1,어린이안전,37.5651956,127.0641286,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39337,동대문구,한천로 36 메인,불법주정차,37.565211,127.060872,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39338,동대문구,한천로 36 보조1,불법주정차,37.565211,127.060872,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39357,동대문구,답십리1동 530-17(황물로168) 보조1,불법주정차,37.56527195,127.056413,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39358,동대문구,답십리1동 530-17(황물로168) 메인,불법주정차,37.56527195,127.056413,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39366,동대문구,장한로10길 9(장안동 436-3) 메인 (161051),방범,37.56530985,127.0680362,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39367,동대문구,장한로10길 9(장안동 436-3) 보조1,방범,37.56530985,127.0680362,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39368,동대문구,장한로10길 9(장안동 436-3) 보조2,방범,37.56530985,127.0680362,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39369,동대문구,장한로10길 9(장안동 436-3) 보조3,방범,37.56530985,127.0680362,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39378,동대문구,장한로14길 62(안평초정문앞) 메인 (162028) 다목적,방범,37.56534244,127.0714287,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39379,동대문구,장한로14길 62(안평초정문앞) 보조1,방범,37.56534244,127.0714287,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39380,동대문구,장한로14길 62(안평초정문앞) 보조2,방범,37.56534244,127.0714287,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39389,동대문구,천호대로77다길 20(안골어린이공원) 메인 (163031),도심공원,37.56536504,127.0643807,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39390,동대문구,천호대로77다길 20(안골어린이공원) 보조1,도심공원,37.56536504,127.0643807,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39408,동대문구,천호대로77다길 20,방범,37.5654119,127.0646193,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39460,동대문구,장한로14길 61 메인 (161038),방범,37.56557753,127.0709109,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39461,동대문구,장한로14길 61 보조1,방범,37.56557753,127.0709109,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39462,동대문구,장한로14길 61 보조2,방범,37.56557753,127.0709109,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39463,동대문구,장한로51 메인 (161012),방범,37.56557918,127.0672464,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39464,동대문구,장한로51 보조1,방범,37.56557918,127.0672464,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39465,동대문구,장한로51 보조2,방범,37.56557918,127.0672464,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39487,동대문구,황물로15다길 17 메인 (121018),방범,37.5656445,127.059146,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39488,동대문구,황물로15다길 17 보조1,방범,37.5656445,127.059146,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39489,동대문구,황물로15다길 17 보조2,방범,37.5656445,127.059146,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39513,동대문구,장한로9길 8 메인 (161072),방범,37.56576495,127.066668,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39514,동대문구,장한로9길 8 보조1,방범,37.56576495,127.066668,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39515,동대문구,장한로9길 8 보조2,방범,37.56576495,127.066668,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39516,동대문구,장한로9길 8 보조3,방범,37.56576495,127.066668,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39517,동대문구,장한로9길 8 보조4,방범,37.56576495,127.066668,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39543,동대문구,안평초교(교내) 보조1,어린이안전,37.56587,127.07196,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39544,동대문구,안평초교(교내) 보조2,어린이안전,37.56587,127.07196,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39545,동대문구,안평초교(교내) 보조3,어린이안전,37.56587,127.07196,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39546,동대문구,안평초교(교내) 보조4,어린이안전,37.56587,127.07196,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39547,동대문구,한천로10길 22 메인,불법주정차,37.565871,127.062283,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39548,동대문구,한천로10길 22 보조1,불법주정차,37.565871,127.062283,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39553,동대문구,황물로15길28 메인,불법주정차,37.56592787,127.0582766,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39554,동대문구,황물로15길28 보조1,불법주정차,37.56592787,127.0582766,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39555,동대문구,황물로15길28 보조2,불법주정차,37.56592787,127.0582766,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39564,동대문구,황물로15다길11 (메인) (121038),방범,37.56596883,127.0593832,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39565,동대문구,황물로15다길11 (보조1),방범,37.56596883,127.0593832,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39566,동대문구,황물로15다길11 (보조2),방범,37.56596883,127.0593832,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39590,동대문구,장한로14길 28 메인 (164008),쓰레기 무단투기,37.56605566,127.0693499,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39657,동대문구,천호대로77다길11-18 (메인) (161059),방범,37.5663274,127.0649009,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39658,동대문구,천호대로77다길11-18 (보조1),방범,37.5663274,127.0649009,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39659,동대문구,천호대로77다길11-18 (보조2),방범,37.5663274,127.0649009,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39660,동대문구,천호대로77다길11-18 (보조3),방범,37.5663274,127.0649009,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39664,동대문구,장안벚꽃로67 보조1 (166001),불법주정차,37.56634455,127.0738777,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39678,동대문구,황물로 150(답십리동 530-14) 메인 (111034),방범,37.56643579,127.0543662,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39679,동대문구,황물로 150(답십리동 530-14) 보조1,방범,37.56643579,127.0543662,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39680,동대문구,황물로 150(답십리동 530-14) 보조2,방범,37.56643579,127.0543662,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39681,동대문구,황물로 150(답십리동 530-14) 보조3,방범,37.56643579,127.0543662,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39687,동대문구,장한로60 메인 (161014),방범,37.5664528,127.068106,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39688,동대문구,장한로60 보조1,방범,37.5664528,127.068106,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39689,동대문구,장한로60 보조2,방범,37.5664528,127.068106,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39701,동대문구,장한로26다길 115-5 맞은편 메인 (162029),어린이안전,37.56649974,127.071558,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
39702,동대문구,장한로26다길 115-5 맞은편 보조1,어린이안전,37.56649974,127.071558,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
