NO,ATNRG_NM,SAFETY_ADDR,CCTV_USE,LA,LO,CCTV_QTY,UPDATE_DT,PLCST_NM,PLCST_DEPT_NM,PLCST_DEPT_CD,CTPR_PLAGC_NM
41282,동대문구,매꽃어린이집(답십리로 320-1) 보조2,어린이안전,37.57193498,127.0759145,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41289,동대문구,답십리로38길58(새마을금고 삼거리 인근) 메인 (111038),방범,37.5719554,127.0485438,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41290,동대문구,답십리로38길58(새마을금고 삼거리 인근) 보조1,방범,37.5719554,127.0485438,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41291,동대문구,답십리로38길58(새마을금고 삼거리 인근) 보조2,방범,37.5719554,127.0485438,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41292,동대문구,그림유치원(답십리로56길21) 메인 (122019),어린이안전,37.5719625,127.059635,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41293,동대문구,그림유치원(답십리로56길21) 보조1,어린이안전,37.5719625,127.059635,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41294,동대문구,그림유치원(답십리로56길21) 보조2,어린이안전,37.5719625,127.059635,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41307,동대문구,사가정로 30 메인 (112025),어린이안전,37.5719868,127.050978,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41308,동대문구,사가정로 30 보조1,어린이안전,37.5719868,127.050978,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41309,동대문구,사가정로 30 보조2,어린이안전,37.5719868,127.050978,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41310,동대문구,답십리동 990-3 (답십리로56길 15) 메인,불법주정차,37.571989,127.0593896,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41311,동대문구,답십리동 990-3 (답십리로56길 15) 보조1,불법주정차,37.571989,127.0593896,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41312,동대문구,답십리동 990-3 (답십리로56길 15) 보조2,불법주정차,37.571989,127.0593896,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41315,동대문구,전농로 79-30 메인 (111015),방범,37.5719934,127.056174,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41316,동대문구,전농로 79-30 보조1,방범,37.5719934,127.056174,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41317,동대문구,전농로 79-30 보조2,방범,37.5719934,127.056174,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41322,동대문구,동답초교(교내) 보조1,어린이안전,37.57201,127.06474,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41323,동대문구,동답초교(교내) 보조2,어린이안전,37.57201,127.06474,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41324,동대문구,동답초교(교내) 보조3,어린이안전,37.57201,127.06474,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41325,동대문구,동답초교(교내) 보조4,어린이안전,37.57201,127.06474,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41332,동대문구,용두동 129-117 메인 (131056),방범,37.57212359,127.0333232,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41333,동대문구,용두동 129-117 보조1,방범,37.57212359,127.0333232,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41334,동대문구,용두동 129-117 보조2,방범,37.57212359,127.0333232,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41335,동대문구,용두동 129-117 보조3,방범,37.57212359,127.0333232,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41339,동대문구,답십리로 40길 43 메인 (111006),방범,37.5721494,127.049883,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41340,동대문구,답십리로 40길 43 보조1,방범,37.5721494,127.049883,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41341,동대문구,답십리로 40길 43 보조2,방범,37.5721494,127.049883,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41345,동대문구,난계로 234 (용신동 114_43) 삼송빌딩 뒷편 (134002),쓰레기 무단투기,37.57219366,127.0237887,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41376,동대문구,답십리로58길8 메인 (121040),방범,37.57230766,127.0603673,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41377,동대문구,답십리로58길8 보조1,방범,37.57230766,127.0603673,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41380,동대문구,답십리로60길 6 메인 (122010),어린이안전,37.5723244,127.06527,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41381,동대문구,답십리로60길 6 보조1,어린이안전,37.5723244,127.06527,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41382,동대문구,답십리로60길 6 보조2,어린이안전,37.5723244,127.06527,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41384,동대문구,전농로 81 메인 (111049),방범,37.57232773,127.0572772,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41385,동대문구,전농로 81 보조1,방범,37.57232773,127.0572772,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41386,동대문구,전농로 81 보조2,방범,37.57232773,127.0572772,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41387,동대문구,전농로 81 보조3,방범,37.57232773,127.0572772,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41395,동대문구,답십리로 52길 9 (백성세탁소 앞) 메인 (121021),방범,37.5723624,127.058587,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41396,동대문구,답십리로 52길 9 (백성세탁소 앞) 보조1,방범,37.5723624,127.058587,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41397,동대문구,답십리로 52길 9 (백성세탁소 앞) 보조2,방범,37.5723624,127.058587,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41413,동대문구,별밭어린이집(답십리로66길3) 메인 (162039),어린이안전,37.57244729,127.0685032,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41414,동대문구,별밭어린이집(답십리로66길3) 보조1,어린이안전,37.57244729,127.0685032,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41415,동대문구,별밭어린이집(답십리로66길3) 보조2,어린이안전,37.57244729,127.0685032,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41423,동대문구,천호대로16길 32 (용두동 129-31) 백조세탁소 메인 (131036),방범,37.572467,127.031263,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41424,동대문구,천호대로16길 32 (용두동 129-31) 백조세탁소 보조1,방범,37.572467,127.031263,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41425,동대문구,천호대로16길 32 (용두동 129-31) 백조세탁소 보조2,방범,37.572467,127.031263,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41461,동대문구,청계천로 547 메인 (132031),어린이안전,37.5726498,127.036727,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41462,동대문구,청계천로 547 보조1,어린이안전,37.5726498,127.036727,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41463,동대문구,청계천로 547 보조2,어린이안전,37.5726498,127.036727,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41475,동대문구,황물로 65-13 (답십리1동 469-13) 메인 (111023),방범,37.57271855,127.0488937,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41476,동대문구,황물로 65-13 (답십리1동 469-13) 보조1,방범,37.57271855,127.0488937,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41477,동대문구,황물로 65-13 (답십리1동 469-13) 보조2,방범,37.57271855,127.0488937,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41482,동대문구,난계로 28길 12 메인 (131015),방범,37.5727679,127.024071,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41483,동대문구,난계로 28길 12 보조1,방범,37.5727679,127.024071,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41484,동대문구,난계로 28길 12 보조2,방범,37.5727679,127.024071,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41488,동대문구,난계로28길 23 메인,불법주정차,37.57277,127.024199,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41489,동대문구,난계로28길 23 보조1,불법주정차,37.57277,127.024199,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41490,동대문구,답십리로136 메인 (111039),방범,37.57278576,127.0550926,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41491,동대문구,답십리로136 보조1,방범,37.57278576,127.0550926,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41492,동대문구,답십리로152. 춘천닭갈비집 옆 골목길 메인 (111040),방범,37.57278898,127.0567568,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41493,동대문구,답십리로152. 춘천닭갈비집 옆 골목길 보조1,방범,37.57278898,127.0567568,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41494,동대문구,답십리로152. 춘천닭갈비집 옆 골목길 보조2,방범,37.57278898,127.0567568,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41505,동대문구,하정로 20-1 메인 (131026),방범,37.572871,127.026884,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41506,동대문구,하정로 20-1 보조1,방범,37.572871,127.026884,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41507,동대문구,하정로 20-1 보조2,방범,37.572871,127.026884,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41520,동대문구,청계천로 563(용두동 34-6),도심공원,37.57290226,127.0409597,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41525,동대문구,답십리로219-4 (메인) (121037),방범,37.57292305,127.0646538,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41526,동대문구,답십리로219-4 (보조1),방범,37.57292305,127.0646538,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41527,동대문구,답십리로219-4 (보조2),방범,37.57292305,127.0646538,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41529,동대문구,답십리로69길 11 (장안2동 33,어린이안전,37.57293233,127.0740355,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41530,동대문구,답십리로69길 11 (장안2동 330-5) 보조1,어린이안전,37.57293233,127.0740355,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41531,동대문구,답십리로69길 11 (장안2동 330-5) 보조2,어린이안전,37.57293233,127.0740355,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41532,동대문구,답십리로69길 11 (장안2동 330-5) 보조3,어린이안전,37.57293233,127.0740355,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41533,동대문구,답십리로 69길 11 맞은편 메인,불법주정차,37.57293432,127.0738346,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41534,동대문구,답십리로 69길 11 맞은편 보조1,불법주정차,37.57293432,127.0738346,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41543,동대문구,신답초교(교내) 보조1,어린이안전,37.5729519,127.043324,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41544,동대문구,신답초교(교내) 보조2,어린이안전,37.5729519,127.043324,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41545,동대문구,신답초교(교내) 보조3,어린이안전,37.5729519,127.043324,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41546,동대문구,신답초교(교내) 보조4,어린이안전,37.5729519,127.043324,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41547,동대문구,신답초교(교내) 보조5,어린이안전,37.5729519,127.043324,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41549,동대문구,장안2동 323,방범,37.57297375,127.0728894,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41550,동대문구,청계천로 563(용두동 34-6),도심공원,37.57297405,127.0401533,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41551,동대문구,청계천로 563(용두동 34-6),도심공원,37.57297959,127.0396322,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41575,동대문구,서울시립대로2길42 메인 (111042),방범,37.57306805,127.0482207,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41576,동대문구,서울시립대로2길42 보조1,방범,37.57306805,127.0482207,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41577,동대문구,서울시립대로2길42 보조2,방범,37.57306805,127.0482207,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41578,동대문구,서울시립대로2길42 보조3,방범,37.57306805,127.0482207,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41579,동대문구,장한로 27길 11 메인 (171007) 다목적,방범,37.57308268,127.0709819,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41580,동대문구,장한로 27길 11 보조1,방범,37.57308268,127.0709819,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41581,동대문구,장한로 27길 11 보조2,방범,37.57308268,127.0709819,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41582,동대문구,답십리동 53-3 (답십리로 158) 메인,불법주정차,37.57309451,127.0575792,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41583,동대문구,답십리동 53-3 (답십리로 158) 보조1,불법주정차,37.57309451,127.0575792,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41584,동대문구,답십리동 53-3 (답십리로 158) 보조2,불법주정차,37.57309451,127.0575792,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41592,동대문구,인정시장2(답십리로51길 3-10)-1,치수방재,37.573122,127.0585856,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41595,동대문구,청계천로 563(용두동 34-6),도심공원,37.57313528,127.0391969,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41599,동대문구,답십리로57길 3-2 (그린빌라 부근) 메인 (121042),방범,37.57314634,127.0609306,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41600,동대문구,답십리로57길 3-2 (그린빌라 부근) 보조1,방범,37.57314634,127.0609306,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41601,동대문구,답십리로57길 3-2 (그린빌라 부근) 보조2,방범,37.57314634,127.0609306,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41602,동대문구,서울시립대로4길75 메인 (111022),방범,37.5731584,127.050144,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41603,동대문구,서울시립대로4길75 보조1,방범,37.5731584,127.050144,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41604,동대문구,서울시립대로4길75 보조2,방범,37.5731584,127.050144,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41605,동대문구,한천로28길27 메인 (171037),방범,37.57317963,127.0684977,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41606,동대문구,한천로28길27 보조1,방범,37.57317963,127.0684977,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41607,동대문구,인정시장2-1(답십리로51길 3-10)-4,치수방재,37.57320098,127.0579499,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41608,동대문구,장안동 292-9 메인 (171024),방범,37.57320843,127.0698033,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41609,동대문구,장안동 292-9 보조1,방범,37.57320843,127.0698033,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41610,동대문구,장안동 292-9 보조2,방범,37.57320843,127.0698033,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41611,동대문구,청계천로 563(용두동 34-6),도심공원,37.57324049,127.0400187,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41612,동대문구,답십리로 239-12,방범,37.57325065,127.0671476,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41627,동대문구,천호대로4길 22(우산각어린이공원 놀이터) 메인 (133013),도심공원,37.57328406,127.0245528,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41640,동대문구,답십리동 1002-1 꿈동산어린이공원 메인 (233044),도심공원,37.57333028,127.0458239,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41641,동대문구,답십리동 1002-1 꿈동산어린이공원 보조1,도심공원,37.57333028,127.0458239,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41642,동대문구,답십리동 1002-1 꿈동산어린이공원 보조2,도심공원,37.57333028,127.0458239,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41643,동대문구,무학로 26길 5 메인 (131012),방범,37.5733316,127.031359,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41644,동대문구,무학로 26길 5 보조1,방범,37.5733316,127.031359,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41645,동대문구,무학로 26길 5 보조2,방범,37.5733316,127.031359,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41646,동대문구,답십리로38길 25 맞은편 메인 (111005),방범,37.5733388,127.04974,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41647,동대문구,답십리로38길 25 맞은편 보조1,방범,37.5733388,127.04974,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41648,동대문구,답십리로38길 25 맞은편 보조2,방범,37.5733388,127.04974,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41649,동대문구,인정시장2-1(답십리로51길 3-10)-5,치수방재,37.5733431,127.0579533,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41653,동대문구,인정시장2(답십리로51길 3-10)-2,치수방재,37.57334889,127.0586013,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41654,동대문구,전농로11길 59 (답십리동 242-2) 메인 (111044),방범,37.57335162,127.0569148,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41655,동대문구,전농로11길 59 (답십리동 242-2) 보조1,방범,37.57335162,127.0569148,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41656,동대문구,전농로11길 59 (답십리동 242-2) 보조2,방범,37.57335162,127.0569148,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41664,동대문구,무학로26길 27 신동아파트 정문 앞 메인 (131050),방범,37.57338658,127.0325172,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41665,동대문구,무학로26길 27 신동아파트 정문 앞 보조1,방범,37.57338658,127.0325172,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41666,동대문구,무학로26길 27 신동아파트 정문 앞 보조2,방범,37.57338658,127.0325172,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41684,동대문구,신답초교(천호대로47길) 메인 (112024),어린이안전,37.5734361,127.042922,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41685,동대문구,신답초교(천호대로47길) 보조1,어린이안전,37.5734361,127.042922,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41686,동대문구,신답초교(천호대로47길) 보조2,어린이안전,37.5734361,127.042922,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41690,동대문구,인정시장2-1(답십리로51길 3-10)-3,치수방재,37.57344361,127.0586733,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41691,동대문구,청계천로 563(용두동 34-6),도심공원,37.57344983,127.0395673,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41698,동대문구,청계천로 13길 31 메인 (131002),방범,37.5734862,127.034316,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41699,동대문구,청계천로 13길 31 보조 1,방범,37.5734862,127.034316,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41700,동대문구,청계천로 13길 31 보조 2,방범,37.5734862,127.034316,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41712,동대문구,답십리로53길 18앞 보조2,방범,37.57352887,127.0597983,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41714,동대문구,답십리로53길 18앞 메인 (121043),방범,37.57354419,127.0595715,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41715,동대문구,답십리로53길 18앞 보조1,방범,37.57354419,127.0595715,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41721,동대문구,천호대로4길 22(우산각어린이공원 게이트볼링) 메인 (133014),도심공원,37.57358569,127.0245438,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41722,동대문구,천호대로4길 22(우산각어린이공원 게이트볼링) 보조1,도심공원,37.57358569,127.0245438,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41747,동대문구,청계천로 563(용두동 34-6),도심공원,37.57365037,127.0386963,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41749,동대문구,답십리로41길 메인 (112029),어린이안전,37.573661,127.053929,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41750,동대문구,답십리로41길 보조1,어린이안전,37.573661,127.053929,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41751,동대문구,답십리로41길 보조2,어린이안전,37.573661,127.053929,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41754,동대문구,한천로30길 27 앞 메인 (171033),방범,37.57368629,127.0680023,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41755,동대문구,한천로30길 27 앞 보조1,방범,37.57368629,127.0680023,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41756,동대문구,한천로30길 27 앞 보조2,방범,37.57368629,127.0680023,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41757,동대문구,한천로30길 27 앞 보조3,방범,37.57368629,127.0680023,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41758,동대문구,인정시장2-1(답십리로51길 3-10)-6,치수방재,37.57373015,127.0580649,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41786,동대문구,천호대로2길 23-9 메인 (131035),방범,37.5738311,127.02438,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41787,동대문구,천호대로2길 23-9 보조1,방범,37.5738311,127.02438,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41792,동대문구,태양어린이집(황물로32) 메인 (112026),어린이안전,37.5738766,127.045611,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41793,동대문구,황물로32 (답십리1동 557-1) 태양어린이집 보조1,어린이안전,37.5738766,127.045611,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41794,동대문구,황물로32 (답십리1동 557-1) 태양어린이집 보조2,어린이안전,37.5738766,127.045611,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41798,동대문구,천호대로29가길 11 메인 (131025),방범,37.5739008,127.040871,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41799,동대문구,천호대로29가길 11 보조1,방범,37.5739008,127.040871,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41800,동대문구,천호대로29가길 11 보조2,방범,37.5739008,127.040871,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41806,동대문구,답십리로59가길 14 메인 (122026),어린이안전,37.5739346,127.0659171,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41807,동대문구,답십리로59가길 14 보조1,어린이안전,37.5739346,127.0659171,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41810,동대문구,답십리로51길19 메인 (121005),방범,37.5739429,127.058629,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41811,동대문구,답십리로51길19 보조1,방범,37.5739429,127.058629,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41812,동대문구,답십리로51길19 보조2,방범,37.5739429,127.058629,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41816,동대문구,한천로145 메인 (121007),방범,37.5739635,127.066573,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41817,동대문구,한천로145 보조1,방범,37.5739635,127.066573,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41818,동대문구,한천로145 보조2,방범,37.5739635,127.066573,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41823,동대문구,장평초교(교내) 보조1,어린이안전,37.57398,127.07329,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41824,동대문구,장평초교(교내) 보조2,어린이안전,37.57398,127.07329,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41825,동대문구,장평초교(교내) 보조3,어린이안전,37.57398,127.07329,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41826,동대문구,장평초교(교내) 보조4,어린이안전,37.57398,127.07329,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41834,동대문구,답십리로57길19 성수빌라 메인 (121004),방범,37.57404,127.061361,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41835,동대문구,답십리로57길19 성수빌라 보조1,방범,37.57404,127.061361,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41836,동대문구,답십리로57길19 성수빌라 보조2,방범,37.57404,127.061361,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41846,동대문구,한천로30길 17 메인 (171026),방범,37.5740555,127.0681784,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41847,동대문구,한천로30길 17 보조1,방범,37.5740555,127.0681784,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41848,동대문구,한천로30길 17 보조2,방범,37.5740555,127.0681784,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41851,동대문구,장안2동 324-8 (학교쪽),방범,37.57407444,127.0740067,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41892,동대문구,장한로30,어린이안전,37.57417999,127.072765,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41893,동대문구,장한로30길 10 보조1,어린이안전,37.57417999,127.072765,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41894,동대문구,장한로30길 10 보조2,어린이안전,37.57417999,127.072765,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
41895,동대문구,장한로30길 10 보조3,어린이안전,37.57417999,127.072765,1,2022-01-17,서울동대문경찰서,서울동대문,G30000001332833,서울청
