노드 ID,정류소번호,정류소명,X좌표,Y좌표,정류소 타입,geometry
105000050,6134,이문동삼익아파트,127.0682139128,37.5945485558,일반차로,POINT (127.0682139128 37.5945485558)
105000051,6135,이문동삼익아파트,127.0683627707,37.5951035399,일반차로,POINT (127.0683627707 37.5951035399)
105000052,6136,동일스위트리버아파트.휘봉고교,127.0677525508,37.5877987669,일반차로,POINT (127.0677525508 37.5877987669)
105000053,6137,휘경유수지견인차고지앞,127.068577,37.58842,일반차로,POINT (127.068577 37.58842)
105000560,6138,답십리래미안엘파인아파트,127.0672934155,37.5757201382,일반차로,POINT (127.0672934155 37.5757201382)
105000054,6140,서울준법지원센터.동성빌라,127.0673893111,37.5855552625,일반차로,POINT (127.0673893111 37.5855552625)
105000055,6141,서울준법지원센터.동성빌라,127.0676702359,37.5856794521,일반차로,POINT (127.0676702359 37.5856794521)
105000056,6142,휘경여중고휘경주공아파트앞,127.068289,37.582603,일반차로,POINT (127.068289 37.582603)
105000057,6143,휘경여중고휘경주공아파트,127.0685434142,37.5821574897,일반차로,POINT (127.0685434142 37.5821574897)
105000058,6144,장안동현대아파트앞,127.0685412036,37.5797461738,일반차로,POINT (127.0685412036 37.5797461738)
105000059,6145,전곡시장앞,127.06779506,37.5772370675,일반차로,POINT (127.06779506 37.5772370675)
105000060,6146,전곡시장앞,127.068143,37.57733,일반차로,POINT (127.068143 37.57733)
105000061,6147,답십리촬영소.우성그린아파트,127.066852,37.57419,일반차로,POINT (127.066852 37.57419)
105000062,6148,촬영소사거리.우성그린아파트,127.0669165487,37.5735106563,일반차로,POINT (127.0669165487 37.5735106563)
105000063,6149,풍안시장.동답초교,127.065489039,37.5710397628,일반차로,POINT (127.065489039 37.5710397628)
105000064,6150,동답한신동아아파트,127.06411,37.569627,일반차로,POINT (127.06411 37.569627)
105000065,6151,동답한신동아아파트,127.0639045358,37.568881615,일반차로,POINT (127.0639045358 37.568881615)
105000066,6152,동아.위더스빌아파트,127.062258974,37.5666982468,일반차로,POINT (127.062258974 37.5666982468)
105000067,6153,동아.위더스빌아파트,127.0614649831,37.5661589085,일반차로,POINT (127.0614649831 37.5661589085)
105000068,6154,하나은행장안동지점,127.058557,37.563405,일반차로,POINT (127.058557 37.563405)
105000069,6155,장한평,127.067137684,37.5613115442,일반차로,POINT (127.067137684 37.5613115442)
105000070,6156,청년회의소앞,127.0615307058,37.5621102645,일반차로,POINT (127.0615307058 37.5621102645)
105000071,6157,고미술상가,127.057297,37.563612,일반차로,POINT (127.057297 37.563612)
105000072,6158,답십리역.동부시장,127.0525194449,37.5672562517,일반차로,POINT (127.0525194449 37.5672562517)
105000073,6159,신답역앞,127.0470913509,37.5708430857,일반차로,POINT (127.0470913509 37.5708430857)
105000074,6160,동대문구청.용두역4번출구,127.039718,37.573438,일반차로,POINT (127.039718 37.573438)
105000075,6161,용두역,127.037268,37.573977,가로변전일,POINT (127.037268 37.573977)
105000076,6162,용두동신동아아파트,127.0317924634,37.5737704369,일반차로,POINT (127.0317924634 37.5737704369)
105000077,6163,동대문우체국.서울풍물시장,127.0245652731,37.574759758,일반차로,POINT (127.0245652731 37.574759758)
105000078,6164,동대문구청.용두역3번출구,127.0383451914,37.5755374598,일반차로,POINT (127.0383451914 37.5755374598)
105000079,6165,동대문구청.용신동주민센터,127.0384168651,37.5765807726,일반차로,POINT (127.0384168651 37.5765807726)
105000080,6166,동대문구청.용신동주민센터,127.037988,37.575307,일반차로,POINT (127.037988 37.575307)
105000081,6167,경동시장앞,127.0387559286,37.5819989191,일반차로,POINT (127.0387559286 37.5819989191)
105000082,6168,제기동주민센터.서울약령시앞,127.0383947016,37.5819251477,일반차로,POINT (127.0383947016 37.5819251477)
105000083,6169,경동시장,127.038283869,37.5799644113,일반차로,POINT (127.038283869 37.5799644113)
105000084,6170,홍파초등학교,127.038639,37.585531,일반차로,POINT (127.038639 37.585531)
105000085,6171,홍파초등학교,127.0383377075,37.5855971074,일반차로,POINT (127.0383377075 37.5855971074)
105000086,6172,제기동한신아파트앞,127.037888,37.587603,일반차로,POINT (127.037888 37.587603)
105000087,6173,고려대역.고대앞삼거리,127.0366856036,37.5894337656,일반차로,POINT (127.0366856036 37.5894337656)
105000088,6174,고려대역.고대앞삼거리,127.036872,37.588548,일반차로,POINT (127.036872 37.588548)
105000089,6175,고려대학교앞,127.03468,37.588138,일반차로,POINT (127.03468 37.588138)
105000090,6176,우신향병원,127.032383,37.585725,일반차로,POINT (127.032383 37.585725)
105000091,6177,안암오거리,127.029893,37.582468,일반차로,POINT (127.029893 37.582468)
105000092,6178,대광고등학교앞,127.0255621436,37.5797777214,일반차로,POINT (127.0255621436 37.5797777214)
105000093,6179,종암초등학교앞,127.0295992386,37.5816186068,일반차로,POINT (127.0295992386 37.5816186068)
105000094,6180,용두시장앞,127.0303341829,37.5791115868,일반차로,POINT (127.0303341829 37.5791115868)
105000095,6181,용두시장앞,127.030161,37.579035,일반차로,POINT (127.030161 37.579035)
105000096,6182,서울시동부병원,127.0304302445,37.5758964701,일반차로,POINT (127.0304302445 37.5758964701)
105000097,6183,서울시동부병원,127.0306952909,37.5761901571,일반차로,POINT (127.0306952909 37.5761901571)
105000098,6184,동아제약앞,127.0304424882,37.5725993738,일반차로,POINT (127.0304424882 37.5725993738)
105000099,6185,동아제약앞,127.0307312249,37.5727164409,일반차로,POINT (127.0307312249 37.5727164409)
105000100,6186,떡전교앞,127.0526948922,37.5849040401,일반차로,POINT (127.0526948922 37.5849040401)
105000101,6187,떡전교앞,127.0525769324,37.5846184473,일반차로,POINT (127.0525769324 37.5846184473)
105000102,6188,서울시립대입구,127.0540556741,37.5830057298,일반차로,POINT (127.0540556741 37.5830057298)
